i j Omegaij  Pij
724 355 0.238364 0.239095
724 389 0.514829 0.513189
724 407 0.856150 0.854674
724 437 0.133729 0.133900
724 541 0.356213 0.353213
724 551 0.426011 0.424239
724 590 0.461319 0.464683
724 591 0.535857 0.535681
724 594 0.870791 0.869808
724 599 0.442425 0.443109
724 725 0.223676 0.223816
724 728 0.195446 0.192334
724 797 0.595063 0.595619
724 786 0.711986 0.709773
724 729 0.817751 0.819760
725 142 0.071423 0.070086
725 182 0.029581 0.029150
725 298 0.338796 0.337553
725 384 0.336646 0.335815
725 388 0.339029 0.339647
725 408 0.312833 0.310482
725 409 0.246989 0.245287
725 411 0.134115 0.132162
725 433 0.312470 0.312591
725 503 0.168882 0.168601
725 541 0.137515 0.136332
725 551 0.165047 0.163747
725 570 0.342269 0.341001
725 590 0.180680 0.179358
725 724 0.092069 0.090545
725 728 0.074605 0.074237
725 977 0.201078 0.202471
725 884 0.336457 0.337189
725 885 0.252263 0.252195
725 755 0.044371 0.046487
725 787 0.083046 0.084643
725 886 0.203359 0.206400
725 887 0.181435 0.180040
726 142 0.127618 0.126094
726 350 0.117356 0.114859
727 142 0.103323 0.103971
727 730 0.428127 0.427705
727 991 0.282581 0.280431
727 1002 0.073912 0.074602
727 975 0.240295 0.236275
728 142 0.101684 0.101787
728 283 0.000986 0.000504
728 298 0.489697 0.490233
728 304 0.457094 0.454906
728 388 0.493535 0.493274
728 408 0.451050 0.450917
728 433 0.454547 0.453980
728 437 0.077832 0.075059
728 541 0.198418 0.197998
728 551 0.237836 0.237812
728 724 0.130862 0.131500
728 725 0.126827 0.125463
728 858 0.192267 0.191413
729 142 0.063198 0.062814
729 298 0.301411 0.302531
729 331 0.088934 0.089859
729 371 0.253634 0.252757
729 380 0.255731 0.255588
729 385 0.009045 0.008084
729 392 0.026278 0.025498
729 406 0.182033 0.184996
729 499 0.063897 0.063741
729 503 0.152417 0.151108
729 551 0.147082 0.146758
729 589 0.247585 0.248765
729 632 0.251894 0.251809
729 724 0.082443 0.081151
729 755 0.041343 0.041664
729 982 0.076794 0.075860
729 944 0.193917 0.194304
729 981 0.197598 0.197303
729 980 0.176042 0.174114
730 142 0.057022 0.056374
730 405 0.200414 0.199979
730 407 0.264614 0.265343
730 449 0.144496 0.144427
730 727 0.095741 0.096214
730 973 0.269345 0.270005
730 1002 0.040382 0.040450
730 991 0.151070 0.152050
731 143 0.363557 0.358050
731 709 0.125328 0.123031
732 143 0.426234 0.423854
732 709 0.141497 0.145642
733 143 0.180211 0.178199
733 375 0.029500 0.026494
733 820 0.187615 0.192664
734 144 0.054970 0.054580
734 151 0.096594 0.094915
735 144 0.254729 0.254401
735 184 0.378378 0.377559
735 340 0.311243 0.311664
735 370 0.302178 0.302328
735 504 0.508893 0.508203
735 936 0.214728 0.215077
736 145 0.308798 0.306095
736 148 0.454344 0.452387
736 151 0.498082 0.495145
736 620 0.380232 0.380367
736 635 0.400738 0.400032
736 722 0.165569 0.163360
737 146 0.740576 0.735449
737 792 0.209778 0.207504
738 146 0.877581 0.882447
738 151 0.779721 0.780506
739 151 0.043305 0.042163
740 151 0.381777 0.373430
740 156 0.211862 0.214733
740 504 0.424560 0.428970
740 558 0.320871 0.318841
740 597 0.305939 0.304072
740 602 0.075725 0.074027
741 151 0.447390 0.448814
741 184 0.385380 0.383028
741 221 0.238031 0.233848
741 595 0.301089 0.297319
741 599 0.272248 0.272477
741 964 0.052238 0.051373
742 152 0.623717 0.618356
742 332 0.264975 0.261582
742 346 0.339055 0.338134
742 395 0.655784 0.657448
742 411 0.298797 0.297452
742 589 0.623413 0.624702
742 590 0.404190 0.403674
742 747 0.159293 0.159301
742 944 0.486619 0.487940
742 943 0.747506 0.745901
742 745 0.065149 0.064802
743 152 0.536726 0.532763
743 355 0.178371 0.178953
743 589 0.540947 0.538231
743 590 0.354210 0.347798
743 723 0.319902 0.320924
743 745 0.057257 0.055832
743 944 0.418912 0.420399
743 744 0.133011 0.129831
743 782 0.479239 0.480967
743 747 0.138077 0.137251
744 152 0.288027 0.278638
744 355 0.092914 0.093594
744 395 0.297372 0.296254
744 411 0.136335 0.134035
744 592 0.053867 0.052512
744 743 0.023065 0.022516
744 939 0.217107 0.215647
744 747 0.070653 0.071783
744 944 0.221392 0.219871
744 745 0.028213 0.029201
745 152 0.365683 0.368886
745 346 0.197441 0.201717
745 590 0.240815 0.240815
745 723 0.222287 0.222208
745 742 0.380442 0.384279
745 743 0.027660 0.029808
745 744 0.092854 0.089895
745 944 0.289870 0.291085
745 747 0.094659 0.095033
746 152 0.032995 0.033244
746 355 0.012710 0.011166
746 395 0.033637 0.035345
746 589 0.035563 0.033585
746 723 0.021055 0.020025
747 152 0.617791 0.623880
747 346 0.338012 0.341155
747 395 0.666324 0.663321
747 433 0.706684 0.709822
747 589 0.633729 0.630283
747 742 0.648857 0.649913
747 743 0.051028 0.050413
747 744 0.152740 0.152035
747 745 0.065843 0.065381
747 939 0.488943 0.482840
747 1074 0.399520 0.398976
748 156 0.194245 0.189928
748 305 0.230886 0.232659
748 413 0.247517 0.248074
748 442 0.118525 0.118756
749 157 0.852412 0.852371
749 270 0.102914 0.100921
749 355 0.249941 0.248584
749 357 0.485458 0.486895
749 377 0.591842 0.591532
749 416 0.408719 0.407369
749 871 0.307975 0.307461
750 157 0.633576 0.637563
751 157 0.180704 0.179579
751 390 0.146714 0.144501
751 394 0.015378 0.014771
751 656 0.159199 0.159259
751 660 0.007148 0.006500
752 157 0.414719 0.412826
752 377 0.282309 0.286495
752 394 0.036306 0.033957
752 753 0.024820 0.026698
753 157 0.188130 0.185959
753 660 0.005256 0.006731
753 752 0.052562 0.051738
753 811 0.105563 0.111070
754 157 0.194016 0.190528
754 259 0.115012 0.117587
754 417 0.109844 0.108202
754 507 0.048991 0.049089
754 705 0.159369 0.157078
755 158 0.400454 0.399010
755 275 0.722189 0.721898
755 298 0.845446 0.846312
755 388 0.854811 0.851563
755 395 0.732543 0.732384
755 397 0.398400 0.395681
755 430 0.778878 0.781863
755 433 0.782968 0.783728
755 541 0.342205 0.341813
755 551 0.408595 0.410546
755 570 0.854693 0.854957
755 589 0.695534 0.695907
755 725 0.217941 0.216592
755 729 0.792255 0.793302
755 884 0.845643 0.845400
755 885 0.634539 0.632304
755 787 0.212231 0.212218
755 886 0.514859 0.517486
755 887 0.454792 0.451397
755 774 0.549694 0.548823
756 159 0.186377 0.183747
756 459 0.256932 0.257333
756 470 0.042625 0.042184
756 475 0.302447 0.302750
756 485 0.013623 0.013721
756 486 0.294276 0.295326
756 512 0.159301 0.157085
756 532 0.196303 0.197798
756 581 0.323961 0.325608
756 1044 0.259262 0.260210
756 1026 0.076381 0.075723
756 807 0.008761 0.008576
756 1100 0.048559 0.048899
756 1019 0.003045 0.002400
756 1024 0.303938 0.300837
756 847 0.082175 0.080951
756 1025 0.134788 0.133036
757 159 0.415417 0.424435
758 159 0.127212 0.131869
759 162 0.025145 0.024355
760 175 0.729882 0.730701
760 307 0.673426 0.673397
760 338 0.777760 0.777174
760 339 0.363661 0.364656
760 455 0.628737 0.626095
760 934 0.259123 0.256814
760 929 0.530890 0.531021
761 181 0.198490 0.192463
761 563 0.050048 0.050242
762 181 0.281500 0.276348
763 182 0.085181 0.082131
763 497 0.270552 0.272290
763 1047 0.001067 0.000981
764 182 0.054458 0.052006
764 312 0.151041 0.151055
764 358 0.060206 0.060014
764 465 0.536334 0.537885
764 520 0.374592 0.371340
764 522 0.575947 0.574270
764 527 0.022095 0.021041
764 548 0.375588 0.374464
764 550 0.188300 0.189343
764 794 0.158666 0.160907
764 821 0.070531 0.071165
764 1101 0.437484 0.434999
764 1052 0.186884 0.185006
765 182 0.014904 0.013435
765 186 0.146463 0.147257
765 773 0.098378 0.097974
766 184 0.199230 0.198068
766 267 0.071445 0.069450
766 353 0.175512 0.173210
766 364 0.045628 0.044866
766 366 0.172713 0.170359
766 394 0.023018 0.021443
767 185 0.340676 0.337274
767 1102 0.497400 0.495275
768 187 0.061496 0.061890
768 255 0.465139 0.462108
768 351 0.081621 0.081513
768 357 0.319394 0.319288
768 466 0.033936 0.033705
768 561 0.034189 0.034926
768 587 0.420454 0.420445
768 653 0.429292 0.428348
768 655 0.262228 0.260393
768 659 0.571335 0.572324
768 769 0.588459 0.589386
768 952 0.411959 0.413550
769 187 0.097871 0.096798
769 466 0.052757 0.052716
769 587 0.657018 0.657584
769 653 0.672847 0.669945
769 768 0.697539 0.699652
769 818 0.056181 0.055602
769 974 0.067908 0.067069
769 1072 0.674033 0.674848
770 187 0.024074 0.022756
770 514 0.216200 0.213460
770 1103 0.152601 0.154770
770 952 0.153693 0.152054
771 187 0.066540 0.065910
771 450 0.084994 0.082233
771 587 0.441948 0.447750
771 653 0.455228 0.456167
771 659 0.610288 0.609493
771 818 0.038957 0.037859
772 188 0.012665 0.012107
772 410 0.283646 0.284950
772 648 0.776038 0.777487
772 975 0.429065 0.427527
773 188 0.011191 0.010302
773 463 0.521844 0.520024
773 765 0.645136 0.645710
773 895 0.598957 0.599127
774 191 0.251802 0.251330
774 192 0.105299 0.104298
774 197 0.258809 0.259782
774 216 0.135599 0.136691
774 229 0.090956 0.091666
774 247 0.232920 0.233851
774 330 0.006237 0.005183
774 406 0.193872 0.192733
774 407 0.311859 0.308025
774 419 0.109738 0.108516
774 428 0.294518 0.292162
774 442 0.094709 0.094578
774 511 0.253372 0.251690
774 554 0.286397 0.285325
774 649 0.122568 0.120164
774 696 0.058815 0.059603
774 703 0.015699 0.014248
774 755 0.044800 0.043407
774 832 0.275037 0.275634
774 883 0.210556 0.211239
774 808 0.129262 0.127621
774 833 0.322491 0.317439
775 191 0.422074 0.422433
775 239 0.206090 0.207454
776 193 0.024096 0.023968
776 195 0.079690 0.081274
777 194 0.457457 0.458404
777 336 0.575756 0.571717
777 670 0.020119 0.019462
778 195 0.206504 0.203131
779 195 0.066235 0.066202
779 196 0.016053 0.015403
779 197 0.056441 0.056121
779 198 0.068388 0.067465
779 214 0.046690 0.046744
779 215 0.045734 0.044924
779 217 0.023723 0.023726
779 220 0.051936 0.050449
779 288 0.004833 0.004758
779 316 0.018419 0.018472
779 326 0.033645 0.034988
779 583 0.068858 0.066966
779 598 0.041344 0.040374
779 785 0.039504 0.038273
780 195 0.746177 0.749589
780 210 0.037842 0.036448
780 288 0.057462 0.053878
780 389 0.458140 0.452405
781 196 0.152051 0.148882
782 197 0.033613 0.033677
782 204 0.026470 0.026077
782 292 0.028831 0.027628
782 646 0.039935 0.040683
782 648 0.034707 0.035061
782 702 0.038984 0.038393
782 743 0.003024 0.002687
782 785 0.023215 0.022967
783 198 0.372414 0.371020
783 379 0.183235 0.184332
783 380 0.318457 0.316350
783 381 0.006842 0.006550
783 383 0.322680 0.327907
783 384 0.372179 0.372525
783 889 0.004679 0.004288
783 935 0.026647 0.026935
783 884 0.373135 0.374049
783 894 0.219637 0.219350
783 890 0.035211 0.035790
784 198 0.878724 0.879993
785 198 0.881557 0.881919
785 214 0.614324 0.611046
785 215 0.587353 0.587256
785 220 0.659778 0.659482
785 288 0.062983 0.062203
785 362 0.653637 0.653995
785 389 0.520638 0.522307
785 595 0.493220 0.492099
785 598 0.528429 0.527780
785 646 0.886910 0.886231
785 694 0.084320 0.084146
785 779 0.821384 0.820461
785 782 0.655376 0.654025
786 199 0.217702 0.216288
786 646 0.220879 0.221723
786 724 0.059520 0.059733
787 199 0.571918 0.572524
787 298 0.589053 0.589459
787 388 0.593257 0.593115
787 409 0.431665 0.428338
787 433 0.543714 0.545868
787 551 0.286843 0.285946
787 570 0.597207 0.595480
787 725 0.151798 0.150857
787 755 0.083925 0.081179
787 884 0.591330 0.588823
787 885 0.443769 0.440401
787 886 0.359477 0.360430
787 887 0.317865 0.314399
788 202 0.438560 0.435702
789 203 0.445340 0.444993
789 218 0.709202 0.711306
789 696 0.157971 0.159587
789 697 0.530068 0.530838
790 203 0.467039 0.464790
791 204 0.588668 0.587739
791 207 0.635730 0.634057
791 210 0.043302 0.043538
791 211 0.392760 0.394672
791 218 0.773747 0.776220
791 647 0.192341 0.190218
792 211 0.122976 0.120900
792 212 0.284040 0.284998
792 737 0.265253 0.268614
792 1066 0.096736 0.094834
792 1068 0.204472 0.206800
792 1004 0.055436 0.054526
792 1104 0.142560 0.140965
792 1077 0.049062 0.047277
793 211 0.234882 0.241618
793 216 0.258679 0.244508
793 808 0.233203 0.228283
794 211 0.334458 0.334335
794 312 0.195159 0.195684
794 314 0.658870 0.657218
794 711 0.499036 0.499352
794 764 0.677033 0.672694
794 1065 0.408073 0.408064
794 902 0.517347 0.517783
795 212 0.210069 0.210209
795 360 0.054845 0.054106
795 383 0.184144 0.182212
796 212 0.125571 0.122768
796 697 0.077788 0.076441
797 215 0.294875 0.291884
797 400 0.411380 0.412373
797 724 0.118024 0.118668
798 217 0.334269 0.335403
798 925 0.439857 0.437408
799 218 0.586769 0.564168
800 218 0.764171 0.759474
800 697 0.562419 0.566785
801 219 0.038430 0.039282
801 389 0.244089 0.243911
801 400 0.385911 0.387448
801 432 0.209620 0.211876
801 1105 0.410540 0.410602
802 221 0.342712 0.349335
803 221 0.033778 0.032065
804 222 0.065120 0.055941
805 223 0.003388 0.003431
805 224 0.006945 0.006336
805 440 0.005040 0.004351
805 494 0.004150 0.003616
805 583 0.008258 0.007654
805 698 0.008618 0.007918
806 226 0.069225 0.066815
806 849 0.026820 0.025959
807 227 0.381566 0.378722
807 418 0.142172 0.135864
807 470 0.103283 0.101929
807 512 0.388384 0.379561
807 563 0.164899 0.171571
807 756 0.457323 0.444313
807 1096 0.739899 0.721479
807 847 0.207323 0.195601
807 1033 0.478283 0.471458
807 1022 0.427273 0.431699
808 229 0.035161 0.034513
808 247 0.088187 0.088048
808 378 0.025779 0.024383
808 388 0.119599 0.119407
808 442 0.036295 0.035610
808 511 0.093636 0.094764
808 774 0.077505 0.076957
808 793 0.010048 0.009135
808 832 0.105284 0.103780
808 833 0.119565 0.119520
809 230 0.214143 0.216039
809 253 0.249306 0.252882
809 333 0.242555 0.242141
809 469 0.207176 0.207252
810 232 0.123255 0.123162
810 301 0.587771 0.586302
810 479 0.053940 0.054804
810 577 0.632974 0.635863
810 1036 0.036322 0.036093
810 956 0.418251 0.416484
811 232 0.113832 0.112412
811 238 0.116998 0.117110
811 717 0.093150 0.091169
811 753 0.034374 0.034715
811 845 0.386559 0.381277
812 232 0.016808 0.016952
812 238 0.017594 0.017661
813 232 0.026379 0.025717
813 824 0.025143 0.025436
814 232 0.067231 0.066937
814 269 0.236696 0.232752
815 232 0.128420 0.127943
815 269 0.444378 0.444877
815 446 0.559353 0.557964
815 548 0.403098 0.405255
815 564 0.643266 0.640207
815 708 0.437057 0.437351
815 848 0.322759 0.322192
815 846 0.455650 0.454111
815 822 0.543972 0.538193
816 233 0.536748 0.535484
816 307 0.463885 0.466080
816 424 0.332074 0.329549
816 428 0.492811 0.490516
816 455 0.439151 0.433340
817 234 0.341407 0.339446
817 461 0.312766 0.316437
817 500 0.207174 0.208297
817 989 0.078697 0.077035
818 236 0.419243 0.423527
818 466 0.045059 0.044540
818 587 0.560514 0.555599
818 769 0.776448 0.778847
818 771 0.335655 0.332739
818 952 0.538311 0.546487
818 1057 0.041358 0.041289
818 951 0.694384 0.690434
819 236 0.293051 0.290991
819 852 0.397037 0.392861
820 236 0.487400 0.486152
820 453 0.890488 0.888805
820 463 0.612537 0.610002
820 500 0.423433 0.422035
820 623 0.792759 0.792621
820 733 0.179092 0.178390
821 236 0.351662 0.352874
821 431 0.193416 0.192992
821 522 0.626993 0.626024
821 527 0.022561 0.022937
821 609 0.655724 0.653194
821 764 0.561830 0.566071
821 1052 0.202288 0.201679
822 237 0.168912 0.168862
822 815 0.100606 0.100594
823 237 0.483219 0.481621
823 277 0.340449 0.335349
823 421 0.690183 0.683418
823 446 0.662823 0.662111
823 553 0.195396 0.191552
823 563 0.163813 0.164541
823 564 0.761796 0.759704
823 1035 0.608447 0.610819
823 869 0.329033 0.334763
823 867 0.252017 0.253503
823 1106 0.037519 0.035724
824 238 0.129543 0.128908
824 656 0.522590 0.524012
824 706 0.625883 0.629578
824 813 0.481449 0.479703
825 239 0.142865 0.145377
825 242 0.277909 0.277789
826 240 0.200427 0.197937
826 315 0.760336 0.760837
826 330 0.017484 0.015008
826 414 0.340613 0.336786
827 241 0.447593 0.448122
827 1061 0.123499 0.125722
828 242 0.369748 0.368029
828 269 0.337471 0.335735
828 350 0.096348 0.093021
829 242 0.232785 0.231862
830 242 0.230313 0.232784
830 531 0.032425 0.032620
830 548 0.193723 0.193444
830 975 0.149233 0.146787
831 243 0.682074 0.682924
832 247 0.569145 0.568008
832 378 0.159715 0.157301
832 387 0.512810 0.511360
832 503 0.382865 0.382383
832 511 0.612026 0.611338
832 541 0.309913 0.309199
832 554 0.693780 0.693035
832 774 0.495148 0.496457
832 808 0.310915 0.309982
832 833 0.772958 0.771037
832 907 0.544112 0.543577
833 247 0.536966 0.536351
833 442 0.215720 0.216920
833 511 0.574134 0.577266
833 554 0.652458 0.654410
833 774 0.468996 0.468788
833 808 0.293497 0.292706
833 832 0.631534 0.632183
833 1107 0.666830 0.668427
834 250 0.916722 0.915968
834 390 0.694536 0.694545
835 254 0.727808 0.726710
835 270 0.091890 0.091060
835 450 0.109501 0.106249
835 467 0.566577 0.569224
835 469 0.638122 0.635681
835 517 0.604404 0.606172
835 670 0.027261 0.026236
835 1108 0.802818 0.801444
835 858 0.323836 0.320332
835 1009 0.704699 0.703484
835 1109 0.573192 0.573302
835 1110 0.070400 0.070716
836 254 0.087724 0.087073
836 289 0.010715 0.009799
836 837 0.061122 0.060383
836 879 0.058359 0.058537
837 254 0.540451 0.540151
837 289 0.060782 0.060787
837 354 0.557090 0.555940
837 366 0.376051 0.373568
837 836 0.581467 0.579608
838 254 0.328209 0.331443
838 286 0.074547 0.073105
839 255 0.307087 0.309812
839 390 0.302456 0.301540
839 398 0.103465 0.101872
839 424 0.250714 0.248949
839 457 0.322060 0.318393
839 458 0.351986 0.351351
839 699 0.125357 0.124009
839 700 0.181541 0.181170
839 979 0.061610 0.061607
840 255 0.416544 0.419586
840 352 0.281072 0.277631
841 255 0.287512 0.288525
841 458 0.326500 0.327211
842 256 0.056107 0.052258
843 256 0.043670 0.044928
843 307 0.215968 0.217495
843 350 0.045594 0.046703
843 578 0.077718 0.076875
844 259 0.110883 0.153953
845 259 0.319293 0.320739
845 339 0.266248 0.264414
845 391 0.532447 0.534417
845 394 0.042933 0.042748
845 656 0.462732 0.460892
845 811 0.309294 0.310407
846 263 0.069922 0.070715
846 277 0.288990 0.289754
846 300 0.222786 0.220406
846 480 0.250662 0.250656
846 705 0.523281 0.516445
846 815 0.242955 0.247901
846 1097 0.406271 0.405843
846 1042 0.421892 0.418146
846 1034 0.231243 0.230733
846 1038 0.001995 0.001373
847 263 0.015333 0.015749
847 277 0.065006 0.064532
847 418 0.026003 0.025073
847 459 0.115913 0.114750
847 470 0.018872 0.018811
847 485 0.006755 0.006118
847 512 0.070421 0.070047
847 563 0.032785 0.031663
847 756 0.081091 0.081997
847 807 0.003565 0.003824
847 1044 0.117950 0.116033
847 1097 0.089267 0.090386
847 1033 0.088918 0.087007
848 263 0.031532 0.030264
848 300 0.093827 0.094328
848 474 0.012629 0.011462
848 478 0.019623 0.019987
848 481 0.243017 0.242114
848 553 0.071098 0.070833
848 563 0.060310 0.060845
848 708 0.194279 0.191914
848 815 0.106295 0.106095
848 1034 0.101990 0.098748
848 1042 0.179922 0.178956
848 1036 0.017542 0.016453
848 1097 0.175617 0.173691
849 264 0.184324 0.182001
849 806 0.151163 0.152786
850 266 0.024787 0.023110
850 415 0.029954 0.029126
850 572 0.019756 0.019095
850 709 0.010232 0.010873
851 266 0.145015 0.145035
852 267 0.165958 0.163733
852 552 0.530628 0.529639
852 652 0.167956 0.168325
852 658 0.206624 0.203476
852 690 0.304006 0.307879
852 706 0.655839 0.654861
852 819 0.173983 0.174331
852 928 0.091067 0.087543
853 268 0.327899 0.322565
853 613 0.281698 0.282758
853 868 0.077353 0.078135
854 268 0.801024 0.797739
854 602 0.138842 0.136479
854 1111 0.834744 0.834062
854 870 0.831514 0.830442
854 922 0.011604 0.011866
854 867 0.269666 0.270401
854 868 0.194143 0.193237
855 269 0.348425 0.350649
856 269 0.214989 0.210125
857 269 0.258542 0.255861
858 270 0.093785 0.094787
858 275 0.730301 0.728444
858 353 0.532452 0.531914
858 387 0.570848 0.570424
858 408 0.786800 0.785498
